bibkey,paper,task,subject,age,gender,choice,r,n,soep_patience,soep_impulsive,soep,soep_financial,country
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216102,21,1,NA,NA,NA,8,8,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216125,21,1,NA,NA,NA,5,7,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216132,21,1,NA,NA,NA,4,8,3,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216148,21,1,NA,NA,NA,4,2,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,216165,21,1,NA,NA,NA,3,4,2,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,216165,21,1,NA,NA,NA,3,4,2,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,217049,20,0,NA,NA,NA,6,6,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,217062,20,1,NA,NA,NA,6,8,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,217062,20,1,NA,NA,NA,6,8,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,217079,20,1,NA,NA,NA,8,7,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,217087,20,0,NA,NA,NA,6,9,9,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,217106,22,1,NA,NA,NA,8,8,6,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,217106,22,1,NA,NA,NA,8,8,6,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,217175,20,1,NA,NA,NA,8,4,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,217175,20,1,NA,NA,NA,8,4,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,218137,19,0,NA,NA,NA,11,6,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,218137,19,0,NA,NA,NA,11,6,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,312074,25,1,NA,NA,NA,11,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,312089,25,0,NA,NA,NA,11,6,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,312089,25,0,NA,NA,NA,11,6,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,312100,25,1,NA,NA,NA,6,1,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,312100,25,1,NA,NA,NA,6,1,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,313068,24,1,NA,NA,NA,6,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,313068,24,1,NA,NA,NA,6,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,313077,24,1,NA,NA,NA,8,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,313093,25,1,NA,NA,NA,11,8,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,313093,25,1,NA,NA,NA,11,8,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,313107,25,1,NA,NA,NA,4,2,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,313107,25,1,NA,NA,NA,4,2,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,313145,24,1,NA,NA,NA,11,6,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,313145,24,1,NA,NA,NA,11,6,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314070,23,0,NA,NA,NA,9,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314070,23,0,NA,NA,NA,9,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314071,23,0,NA,NA,NA,3,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314084,23,1,NA,NA,NA,9,6,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314084,23,1,NA,NA,NA,9,6,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314090,23,1,NA,NA,NA,2,1,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314090,23,1,NA,NA,NA,2,1,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314102,23,1,NA,NA,NA,9,5,8,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314150,23,0,NA,NA,NA,6,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314156,23,0,NA,NA,NA,9,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314156,23,0,NA,NA,NA,9,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314183,23,1,NA,NA,NA,8,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314200,23,1,NA,NA,NA,11,1,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,314202,23,1,NA,NA,NA,6,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,314202,23,1,NA,NA,NA,6,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,315068,22,1,NA,NA,NA,9,6,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,315068,22,1,NA,NA,NA,9,6,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,315077,22,1,NA,NA,NA,10,10,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,315077,22,1,NA,NA,NA,10,10,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,315139,23,1,NA,NA,NA,8,11,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,315155,22,0,NA,NA,NA,4,4,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,315155,22,0,NA,NA,NA,4,4,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,316063,21,0,NA,NA,NA,8,9,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,316063,21,0,NA,NA,NA,8,9,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,316065,21,0,NA,NA,NA,5,1,10,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,316086,21,1,NA,NA,NA,4,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,316086,21,1,NA,NA,NA,4,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,316088,21,1,NA,NA,NA,4,4,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,316088,21,1,NA,NA,NA,4,4,7,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,316094,21,1,NA,NA,NA,2,2,1,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,316122,21,1,NA,NA,NA,3,8,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,316122,21,1,NA,NA,NA,3,8,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,317054,20,1,NA,NA,NA,5,8,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,317094,21,1,NA,NA,NA,2,4,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,317094,21,1,NA,NA,NA,2,4,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,317097,21,0,NA,NA,NA,8,10,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,317097,21,0,NA,NA,NA,8,10,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,317106,20,0,NA,NA,NA,8,6,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,317135,20,0,NA,NA,NA,5,3,8,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,318057,19,0,NA,NA,NA,7,8,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,318064,19,0,NA,NA,NA,11,3,10,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,318109,19,0,NA,NA,NA,6,7,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,318109,19,0,NA,NA,NA,6,7,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,318122,19,0,NA,NA,NA,4,8,3,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413053,24,1,NA,NA,NA,10,10,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413053,24,1,NA,NA,NA,10,10,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413061,24,1,NA,NA,NA,10,10,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413061,24,1,NA,NA,NA,10,10,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413064,24,1,NA,NA,NA,2,3,8,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413064,24,1,NA,NA,NA,2,3,8,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413072,24,1,NA,NA,NA,8,8,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413072,24,1,NA,NA,NA,8,8,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413075,24,1,NA,NA,NA,4,3,2,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413096,24,0,NA,NA,NA,4,7,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413102,25,1,NA,NA,NA,9,9,2,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413103,24,1,NA,NA,NA,9,7,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413107,24,1,NA,NA,NA,7,7,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413110,24,0,NA,NA,NA,4,1,10,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,413137,24,1,NA,NA,NA,8,4,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,413137,24,1,NA,NA,NA,8,4,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414055,23,1,NA,NA,NA,6,6,4,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414055,23,1,NA,NA,NA,6,6,4,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414069,23,1,NA,NA,NA,7,9,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414069,23,1,NA,NA,NA,7,9,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414073,23,1,NA,NA,NA,6,6,6,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414093,23,1,NA,NA,NA,2,4,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414093,23,1,NA,NA,NA,2,4,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414104,23,1,NA,NA,NA,8,7,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414111,24,0,NA,NA,NA,9,10,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414111,24,0,NA,NA,NA,9,10,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414130,23,1,NA,NA,NA,3,10,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414130,23,1,NA,NA,NA,3,10,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414149,23,1,NA,NA,NA,8,7,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414149,23,1,NA,NA,NA,8,7,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414161,23,1,NA,NA,NA,8,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414161,23,1,NA,NA,NA,8,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414173,23,1,NA,NA,NA,4,8,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414173,23,1,NA,NA,NA,4,8,5,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,414175,23,1,NA,NA,NA,8,10,4,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,414175,23,1,NA,NA,NA,8,10,4,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,415099,22,0,NA,NA,NA,10,4,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,415099,22,0,NA,NA,NA,10,4,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,415124,22,1,NA,NA,NA,9,8,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,415124,22,1,NA,NA,NA,9,8,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,416069,21,1,NA,NA,NA,3,3,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,416119,21,1,NA,NA,NA,7,5,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,417061,20,0,NA,NA,NA,9,4,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,417086,20,1,NA,NA,NA,9,6,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,417086,20,1,NA,NA,NA,9,6,4,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,417094,20,1,NA,NA,NA,9,7,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418059,19,0,NA,NA,NA,9,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418059,19,0,NA,NA,NA,9,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418096,19,1,NA,NA,NA,3,6,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418103,19,1,NA,NA,NA,8,5,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418103,19,1,NA,NA,NA,8,5,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418122,19,0,NA,NA,NA,9,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418137,20,1,NA,NA,NA,8,5,7,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,418141,19,0,NA,NA,NA,8,7,7,2,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,418157,19,0,NA,NA,NA,6,4,5,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,512051,25,1,NA,NA,NA,6,6,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,512115,25,1,NA,NA,NA,5,6,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,512149,25,0,NA,NA,NA,8,10,1,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513093,24,1,NA,NA,NA,4,4,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513093,24,1,NA,NA,NA,4,4,7,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513097,24,1,NA,NA,NA,3,3,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513097,24,1,NA,NA,NA,3,3,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513132,24,1,NA,NA,NA,2,2,10,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513132,24,1,NA,NA,NA,2,2,10,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513163,24,1,NA,NA,NA,11,10,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513163,24,1,NA,NA,NA,11,10,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,513165,25,0,NA,NA,NA,8,9,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,513165,25,0,NA,NA,NA,8,9,3,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,514064,23,0,NA,NA,NA,6,5,6,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,514160,23,0,NA,NA,NA,8,6,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,514160,23,0,NA,NA,NA,8,6,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,515090,22,0,NA,NA,NA,9,7,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,515131,22,0,NA,NA,NA,5,5,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,515131,22,0,NA,NA,NA,5,5,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,516072,21,0,NA,NA,NA,2,8,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,516072,21,0,NA,NA,NA,2,8,8,4,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,516087,21,1,NA,NA,NA,9,8,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,516125,21,1,NA,NA,NA,6,4,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,516125,21,1,NA,NA,NA,6,4,7,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517070,20,0,NA,NA,NA,1,11,5,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517082,20,1,NA,NA,NA,9,8,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517082,20,1,NA,NA,NA,9,8,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,517092,20,0,NA,NA,NA,10,8,6,5,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,517154,22,0,NA,NA,NA,6,4,10,1,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,518052,19,1,NA,NA,NA,11,11,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,518052,19,1,NA,NA,NA,11,11,5,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,518060,20,1,NA,NA,NA,5,4,5,3,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,518097,19,0,NA,NA,NA,8,9,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,518097,19,0,NA,NA,NA,8,9,6,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,HL,518113,19,1,NA,NA,NA,5,9,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,518113,19,1,NA,NA,NA,5,9,4,6,Greece
DrichoutisNayga2022,Drichoutis et Nayga 2022,PV,518115,20,1,NA,NA,NA,7,6,7,4,Greece
