bibkey,paper,task,subject,choice,r,treatment,country,city,longitude,lattitude
Nielsen2019,"Nielsen, JEBO 2019",BRET,345554,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345555,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345556,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345557,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345558,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345559,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345560,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345561,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345562,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345563,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345564,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345565,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345566,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345567,64,1.7777777777777777,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345568,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345569,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345570,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345571,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345572,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345573,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345574,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345575,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345576,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345577,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345578,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345579,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345580,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345581,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345582,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345583,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345584,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345585,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345586,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345587,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345588,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345589,4,0.041666666666666664,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345590,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345591,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345592,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345593,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345594,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345595,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345596,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345597,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345598,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345599,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345600,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345601,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345602,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345603,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345604,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345605,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345606,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345607,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345608,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345609,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345610,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345611,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345612,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345613,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345614,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345615,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345616,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345617,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345618,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345619,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345620,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345621,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345622,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345623,4,0.041666666666666664,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345624,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345625,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345626,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345627,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345628,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345629,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345630,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345631,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345632,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345633,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345634,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345635,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345636,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345637,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345638,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345639,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345640,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345641,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345642,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345643,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345644,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345645,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345646,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345647,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345648,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345649,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345650,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345651,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345652,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345653,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345654,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345655,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345656,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345657,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345658,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345659,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345660,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345661,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345662,64,1.7777777777777777,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345663,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345664,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345665,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345666,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345667,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345668,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345669,0,0,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345670,80,4,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345671,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345672,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345673,72,2.5714285714285716,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345674,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345675,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345676,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345677,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345678,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345679,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345680,4,0.041666666666666664,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345681,60,1.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345682,60,1.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345683,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345684,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345685,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345686,84,5.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345687,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345688,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345689,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345690,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345691,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345692,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345693,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345694,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345695,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345696,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345697,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345698,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345699,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345700,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345701,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345702,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345703,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345704,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345705,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345706,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345707,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345708,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345709,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345710,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345711,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345712,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345713,0,0,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345714,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345715,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345716,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345717,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345718,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345719,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345720,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345721,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345722,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345723,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345724,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345725,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345726,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345727,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345728,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345729,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345730,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345731,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345732,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345733,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345734,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345735,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345736,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345737,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345738,56,1.2727272727272727,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345739,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345740,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345741,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345742,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345743,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345744,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345745,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345746,52,1.0833333333333333,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345747,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345748,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345749,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345750,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345751,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345752,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345753,64,1.7777777777777777,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345754,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345755,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345756,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345757,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345758,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345759,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345760,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345761,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345762,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345763,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345764,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345765,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345766,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345767,92,11.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345768,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345769,44,0.7857142857142857,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345770,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345771,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345772,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345773,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345774,64,1.7777777777777777,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345775,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345776,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345777,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345778,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345779,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345780,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345781,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345782,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345783,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345784,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345785,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345786,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345787,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345788,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345789,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345790,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345791,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345792,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345793,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345794,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345795,84,5.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345796,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345797,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345798,60,1.5,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345799,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345800,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345801,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345802,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345803,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345804,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345805,36,0.5625,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345806,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345807,0,0,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345808,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345809,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345810,96,24,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345811,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345812,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345813,20,0.25,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345814,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345815,72,2.5714285714285716,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345816,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345817,40,0.6666666666666666,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345818,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345819,32,0.47058823529411764,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345820,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345821,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345822,8,0.08695652173913043,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345823,48,0.9230769230769231,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345824,24,0.3157894736842105,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345825,12,0.13636363636363635,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345826,28,0.3888888888888889,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345827,16,0.19047619047619047,high stakes,United States,,,
Nielsen2019,"Nielsen, JEBO 2019",BRET,345828,44,0.7857142857142857,high stakes,United States,,,
